3635,18,,,,,,,,,,,,,,,,,
0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,254,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,13,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,12
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,13,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,12
0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,28,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,7
0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10,0,34,311,0,0,0,0,1413,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,55,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,2
0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,74,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7
0,671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,52,0,0,0,0,404,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
